File,Region,Date,Pollutant,Concentration_µg/m³
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Mesolongi,2023-10-22,Nitrogen Dioxide (NO₂) µg/m³,2.613428
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Mesolongi,2023-10-23,Nitrogen Dioxide (NO₂) µg/m³,3.64198
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Mesolongi,2023-10-24,Nitrogen Dioxide (NO₂) µg/m³,4.88698
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Mesolongi,2023-10-25,Nitrogen Dioxide (NO₂) µg/m³,3.6356735
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Mesolongi,2023-10-26,Nitrogen Dioxide (NO₂) µg/m³,2.592797
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Mesolongi,2023-10-27,Nitrogen Dioxide (NO₂) µg/m³,2.3273613
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Mesolongi,2023-10-28,Nitrogen Dioxide (NO₂) µg/m³,2.4742982
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Mesolongi,2023-10-29,Nitrogen Dioxide (NO₂) µg/m³,3.533652
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Mesolongi,2023-10-30,Nitrogen Dioxide (NO₂) µg/m³,5.1940713
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Mesolongi,2023-10-31,Nitrogen Dioxide (NO₂) µg/m³,3.617368
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-01,Nitrogen Dioxide (NO₂) µg/m³,2.7501748
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-02,Nitrogen Dioxide (NO₂) µg/m³,3.3815975
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-03,Nitrogen Dioxide (NO₂) µg/m³,3.102007
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-04,Nitrogen Dioxide (NO₂) µg/m³,3.350153
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-05,Nitrogen Dioxide (NO₂) µg/m³,3.6371727
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-06,Nitrogen Dioxide (NO₂) µg/m³,3.9871273
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-07,Nitrogen Dioxide (NO₂) µg/m³,2.6202178
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-08,Nitrogen Dioxide (NO₂) µg/m³,2.7205544
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-09,Nitrogen Dioxide (NO₂) µg/m³,3.2153957
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-10,Nitrogen Dioxide (NO₂) µg/m³,4.122474
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-11,Nitrogen Dioxide (NO₂) µg/m³,3.9652016
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-12,Nitrogen Dioxide (NO₂) µg/m³,2.570268
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-13,Nitrogen Dioxide (NO₂) µg/m³,3.3259144
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-14,Nitrogen Dioxide (NO₂) µg/m³,3.347473
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-15,Nitrogen Dioxide (NO₂) µg/m³,2.9134235
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-16,Nitrogen Dioxide (NO₂) µg/m³,3.1269157
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-17,Nitrogen Dioxide (NO₂) µg/m³,2.863701
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-18,Nitrogen Dioxide (NO₂) µg/m³,3.0102901
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-19,Nitrogen Dioxide (NO₂) µg/m³,2.799385
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-20,Nitrogen Dioxide (NO₂) µg/m³,4.3693814
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-21,Nitrogen Dioxide (NO₂) µg/m³,3.186416
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-22,Nitrogen Dioxide (NO₂) µg/m³,3.0452492
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-23,Nitrogen Dioxide (NO₂) µg/m³,4.7991786
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-24,Nitrogen Dioxide (NO₂) µg/m³,4.9576917
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-25,Nitrogen Dioxide (NO₂) µg/m³,4.9432454
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-26,Nitrogen Dioxide (NO₂) µg/m³,3.8216407
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-27,Nitrogen Dioxide (NO₂) µg/m³,3.5716922
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-28,Nitrogen Dioxide (NO₂) µg/m³,3.079016
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-29,Nitrogen Dioxide (NO₂) µg/m³,3.3066337
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-30,Nitrogen Dioxide (NO₂) µg/m³,3.9366589
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Nafplio,2023-10-31,Nitrogen Dioxide (NO₂) µg/m³,3.8945973
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-01,Nitrogen Dioxide (NO₂) µg/m³,2.360296
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-02,Nitrogen Dioxide (NO₂) µg/m³,2.8267944
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-03,Nitrogen Dioxide (NO₂) µg/m³,2.6667726
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-04,Nitrogen Dioxide (NO₂) µg/m³,3.3254642
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-05,Nitrogen Dioxide (NO₂) µg/m³,3.4241574
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-06,Nitrogen Dioxide (NO₂) µg/m³,3.4315884
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-07,Nitrogen Dioxide (NO₂) µg/m³,2.3732758
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-08,Nitrogen Dioxide (NO₂) µg/m³,2.6580224
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-09,Nitrogen Dioxide (NO₂) µg/m³,2.8556125
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-10,Nitrogen Dioxide (NO₂) µg/m³,3.0545852
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-11,Nitrogen Dioxide (NO₂) µg/m³,2.4122274
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-12,Nitrogen Dioxide (NO₂) µg/m³,2.894514
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-13,Nitrogen Dioxide (NO₂) µg/m³,3.8051329
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-14,Nitrogen Dioxide (NO₂) µg/m³,2.8925507
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-15,Nitrogen Dioxide (NO₂) µg/m³,1.6530856
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-16,Nitrogen Dioxide (NO₂) µg/m³,2.426219
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-17,Nitrogen Dioxide (NO₂) µg/m³,2.8142135
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-18,Nitrogen Dioxide (NO₂) µg/m³,2.3220031
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-19,Nitrogen Dioxide (NO₂) µg/m³,3.3747885
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-20,Nitrogen Dioxide (NO₂) µg/m³,3.2128468
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-21,Nitrogen Dioxide (NO₂) µg/m³,2.4967074
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-22,Nitrogen Dioxide (NO₂) µg/m³,2.2316241
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-23,Nitrogen Dioxide (NO₂) µg/m³,2.840559
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-24,Nitrogen Dioxide (NO₂) µg/m³,3.26031
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-25,Nitrogen Dioxide (NO₂) µg/m³,2.564587
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-26,Nitrogen Dioxide (NO₂) µg/m³,2.6113148
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-27,Nitrogen Dioxide (NO₂) µg/m³,2.0947256
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-28,Nitrogen Dioxide (NO₂) µg/m³,1.8073274
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-29,Nitrogen Dioxide (NO₂) µg/m³,2.3976257
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-30,Nitrogen Dioxide (NO₂) µg/m³,3.3519104
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Tripoli,2023-10-31,Nitrogen Dioxide (NO₂) µg/m³,2.9997857
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-01,Nitrogen Dioxide (NO₂) µg/m³,4.2625346
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-02,Nitrogen Dioxide (NO₂) µg/m³,4.7340674
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-03,Nitrogen Dioxide (NO₂) µg/m³,4.3731556
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-04,Nitrogen Dioxide (NO₂) µg/m³,4.9259906
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-05,Nitrogen Dioxide (NO₂) µg/m³,5.483248
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-06,Nitrogen Dioxide (NO₂) µg/m³,6.196806
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-07,Nitrogen Dioxide (NO₂) µg/m³,3.8885605
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-08,Nitrogen Dioxide (NO₂) µg/m³,4.238809
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-09,Nitrogen Dioxide (NO₂) µg/m³,5.226801
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-10,Nitrogen Dioxide (NO₂) µg/m³,5.4946003
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-11,Nitrogen Dioxide (NO₂) µg/m³,3.991401
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-12,Nitrogen Dioxide (NO₂) µg/m³,4.6837597
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-13,Nitrogen Dioxide (NO₂) µg/m³,5.669523
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-14,Nitrogen Dioxide (NO₂) µg/m³,4.665752
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-15,Nitrogen Dioxide (NO₂) µg/m³,3.8325284
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-16,Nitrogen Dioxide (NO₂) µg/m³,4.7590146
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-17,Nitrogen Dioxide (NO₂) µg/m³,4.258367
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-18,Nitrogen Dioxide (NO₂) µg/m³,4.400768
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-19,Nitrogen Dioxide (NO₂) µg/m³,4.8373427
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-20,Nitrogen Dioxide (NO₂) µg/m³,3.8506842
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-21,Nitrogen Dioxide (NO₂) µg/m³,3.0457256
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-22,Nitrogen Dioxide (NO₂) µg/m³,3.1594665
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-23,Nitrogen Dioxide (NO₂) µg/m³,4.883357
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-24,Nitrogen Dioxide (NO₂) µg/m³,5.942042
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-25,Nitrogen Dioxide (NO₂) µg/m³,5.2193613
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-26,Nitrogen Dioxide (NO₂) µg/m³,5.251903
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-27,Nitrogen Dioxide (NO₂) µg/m³,5.027999
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-28,Nitrogen Dioxide (NO₂) µg/m³,4.3654604
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-29,Nitrogen Dioxide (NO₂) µg/m³,4.244782
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-30,Nitrogen Dioxide (NO₂) µg/m³,6.345915
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Arta,2023-10-31,Nitrogen Dioxide (NO₂) µg/m³,5.4853177
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-01,Nitrogen Dioxide (NO₂) µg/m³,27.904871
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-02,Nitrogen Dioxide (NO₂) µg/m³,25.579996
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-03,Nitrogen Dioxide (NO₂) µg/m³,18.542002
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-04,Nitrogen Dioxide (NO₂) µg/m³,35.238087
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-05,Nitrogen Dioxide (NO₂) µg/m³,42.6978
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-06,Nitrogen Dioxide (NO₂) µg/m³,40.77438
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-07,Nitrogen Dioxide (NO₂) µg/m³,21.402933
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-08,Nitrogen Dioxide (NO₂) µg/m³,37.45895
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-09,Nitrogen Dioxide (NO₂) µg/m³,26.14753
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-10,Nitrogen Dioxide (NO₂) µg/m³,33.35063
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-11,Nitrogen Dioxide (NO₂) µg/m³,14.9692
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-12,Nitrogen Dioxide (NO₂) µg/m³,26.761337
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-13,Nitrogen Dioxide (NO₂) µg/m³,56.542847
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-14,Nitrogen Dioxide (NO₂) µg/m³,50.167484
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-15,Nitrogen Dioxide (NO₂) µg/m³,44.30012
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-16,Nitrogen Dioxide (NO₂) µg/m³,37.175213
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-17,Nitrogen Dioxide (NO₂) µg/m³,19.943449
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-18,Nitrogen Dioxide (NO₂) µg/m³,23.644144
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-19,Nitrogen Dioxide (NO₂) µg/m³,26.415052
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-20,Nitrogen Dioxide (NO₂) µg/m³,33.549793
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-21,Nitrogen Dioxide (NO₂) µg/m³,18.247553
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-22,Nitrogen Dioxide (NO₂) µg/m³,19.966534
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-23,Nitrogen Dioxide (NO₂) µg/m³,49.8503
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-24,Nitrogen Dioxide (NO₂) µg/m³,52.37614
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-25,Nitrogen Dioxide (NO₂) µg/m³,51.552856
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-26,Nitrogen Dioxide (NO₂) µg/m³,40.30941
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-27,Nitrogen Dioxide (NO₂) µg/m³,46.08443
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-28,Nitrogen Dioxide (NO₂) µg/m³,45.2665
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-29,Nitrogen Dioxide (NO₂) µg/m³,51.427906
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-30,Nitrogen Dioxide (NO₂) µg/m³,49.650146
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Athens,2023-10-31,Nitrogen Dioxide (NO₂) µg/m³,44.622356
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-01,Nitrogen Dioxide (NO₂) µg/m³,13.641911
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-02,Nitrogen Dioxide (NO₂) µg/m³,9.732469
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-03,Nitrogen Dioxide (NO₂) µg/m³,6.314293
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-04,Nitrogen Dioxide (NO₂) µg/m³,12.057784
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-05,Nitrogen Dioxide (NO₂) µg/m³,15.091697
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-06,Nitrogen Dioxide (NO₂) µg/m³,16.371267
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-07,Nitrogen Dioxide (NO₂) µg/m³,6.6472735
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-08,Nitrogen Dioxide (NO₂) µg/m³,10.12396
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-09,Nitrogen Dioxide (NO₂) µg/m³,9.500509
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-10,Nitrogen Dioxide (NO₂) µg/m³,13.583626
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-11,Nitrogen Dioxide (NO₂) µg/m³,5.312634
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-12,Nitrogen Dioxide (NO₂) µg/m³,8.22673
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-13,Nitrogen Dioxide (NO₂) µg/m³,15.062927
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-14,Nitrogen Dioxide (NO₂) µg/m³,13.054717
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-15,Nitrogen Dioxide (NO₂) µg/m³,8.219182
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-16,Nitrogen Dioxide (NO₂) µg/m³,9.40536
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-17,Nitrogen Dioxide (NO₂) µg/m³,7.7012687
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-18,Nitrogen Dioxide (NO₂) µg/m³,8.035565
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-19,Nitrogen Dioxide (NO₂) µg/m³,11.817754
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-20,Nitrogen Dioxide (NO₂) µg/m³,15.323556
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-21,Nitrogen Dioxide (NO₂) µg/m³,9.131532
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-22,Nitrogen Dioxide (NO₂) µg/m³,8.995152
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-23,Nitrogen Dioxide (NO₂) µg/m³,12.935272
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-24,Nitrogen Dioxide (NO₂) µg/m³,20.21335
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-25,Nitrogen Dioxide (NO₂) µg/m³,14.131847
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-26,Nitrogen Dioxide (NO₂) µg/m³,11.490432
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-27,Nitrogen Dioxide (NO₂) µg/m³,6.932058
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-28,Nitrogen Dioxide (NO₂) µg/m³,6.3991027
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-29,Nitrogen Dioxide (NO₂) µg/m³,10.767097
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-30,Nitrogen Dioxide (NO₂) µg/m³,16.213785
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Patras,2023-10-31,Nitrogen Dioxide (NO₂) µg/m³,14.514476
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Livadia,2023-10-01,Nitrogen Dioxide (NO₂) µg/m³,3.4122584
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Livadia,2023-10-02,Nitrogen Dioxide (NO₂) µg/m³,4.02329
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Livadia,2023-10-03,Nitrogen Dioxide (NO₂) µg/m³,2.8439686
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Livadia,2023-10-04,Nitrogen Dioxide (NO₂) µg/m³,4.071265
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Livadia,2023-10-05,Nitrogen Dioxide (NO₂) µg/m³,4.1477304
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Livadia,2023-10-06,Nitrogen Dioxide (NO₂) µg/m³,4.381096
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Livadia,2023-10-07,Nitrogen Dioxide (NO₂) µg/m³,2.6148894
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Livadia,2023-10-08,Nitrogen Dioxide (NO₂) µg/m³,3.759064
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Livadia,2023-10-09,Nitrogen Dioxide (NO₂) µg/m³,4.1549172
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Livadia,2023-10-10,Nitrogen Dioxide (NO₂) µg/m³,4.8323517
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Livadia,2023-10-11,Nitrogen Dioxide (NO₂) µg/m³,2.777724
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Livadia,2023-10-12,Nitrogen Dioxide (NO₂) µg/m³,3.0113783
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Livadia,2023-10-13,Nitrogen Dioxide (NO₂) µg/m³,5.33049
cams.eaq.ira.ENSa.no2.l0.2023-10.nc,Livadia,2023-10-14,Nitrogen Dioxide (NO₂) µg/m³,4.2279644
